log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
671,고객지원팀,user_b05_cs_09,서비스 해지 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4.1-mini,600,413,1013,0.58,2026-01-01 13:02:00
672,마케팅팀,user_b05_mkt_33,Azure OpenAI에서 알림 기능을 구현하는 예시 코드를 작성해줘,gpt-4.1-mini,581,721,1302,0.86,2026-08-07 17:17:00
673,인사팀,user_b05_hr_02,온보딩의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4o-mini,213,239,452,0.23,2026-08-14 14:03:00
674,인사팀,user_b05_hr_05,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4.1-mini,987,630,1617,0.91,2026-01-20 12:50:00
675,재무/기획팀,user_b05_finplan_17,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,984,759,1743,0.8,2026-03-27 13:28:00
676,마케팅팀,user_b05_mkt_02,캠페인 ROAS 용어의 의미와 예시를 간단히 정리해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,288,435,723,0.39,2026-04-28 14:55:00
677,마케팅팀,user_b05_mkt_28,테스트용으로 추천 후보 모듈의 단위 테스트 코드를 만들어줘,gpt-4.1-mini,597,1343,1940,1.45,2026-08-04 13:50:00
678,재무/기획팀,user_b05_finplan_19,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,704,791,1495,0.75,2026-07-04 16:14:00
679,인사팀,user_b05_hr_21,다음 달 입사 초기 이탈률 성과를 임원 보고용 보고서 형식으로 정리해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,679,1139,1818,1.0,2026-03-23 14:51:00
680,마케팅팀,user_b05_mkt_13,이메일 오픈율 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,468,1161,1629,0.96,2026-09-30 17:22:00
681,개발팀,user_b05_dev_09,"테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o-mini,497,300,797,0.34,2026-04-01 09:00:00
682,인사팀,user_b05_hr_16,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘",gpt-4o-mini,1316,658,1974,0.81,2026-01-21 12:54:00
683,마케팅팀,user_b05_mkt_16,SNS 콘텐츠 성과 데이터를 표로 요약하고 해석해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o,513,835,1348,3.58,2026-05-13 10:50:00
684,고객지원팀,user_b05_cs_03,배송 지연 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,583,477,1060,0.49,2026-05-02 13:08:00
685,마케팅팀,user_b05_mkt_10,계약 성공률 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,811,544,1355,0.6,2026-04-11 11:10:00
686,개발팀,user_b05_dev_18,마스킹 모듈 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,995,492,1487,0.61,2026-04-11 10:29:00
687,영업팀,user_b05_sales_09,리드 전환 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,536,932,1468,0.81,2026-09-09 12:30:00
688,영업팀,user_b05_sales_11,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,774,492,1266,0.55,2026-01-22 14:05:00
689,재무/기획팀,user_b05_finplan_18,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,967,1047,2014,1.01,2026-08-23 12:39:00
690,개발팀,user_b05_dev_38,React 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1-mini,458,701,1159,0.8,2026-01-25 16:28:00
691,인사팀,user_b05_hr_04,SQLAlchemy에서 사용량 통계 기능을 구현하는 예시 코드를 작성해줘,gpt-4.1-mini,1007,1445,2452,1.68,2026-02-14 14:10:00
692,마케팅팀,user_b05_mkt_28,랜딩페이지 이탈률의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4o-mini,234,454,688,0.39,2026-04-05 15:54:00
693,개발팀,user_b05_dev_14,"다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4.1-mini,926,738,1664,0.99,2026-04-10 09:00:00
694,인사팀,user_b05_hr_22,조직문화와 FastAPI의 차이를 비교해줘,gpt-4o-mini,193,335,528,0.29,2026-02-21 11:33:00
695,영업팀,user_b05_sales_11,고객 미팅 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,1317,597,1914,0.77,2026-03-12 14:30:00
696,개발팀,user_b05_dev_27,개발팀에서 공유할 Blob Storage 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,721,1087,1808,0.97,2026-06-05 13:07:00
697,인사팀,user_b05_hr_07,React 용어의 의미와 예시를 간단히 정리해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4.1-mini,317,364,681,0.44,2026-02-17 10:48:00
698,인사팀,user_b05_hr_23,전환율 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,613,570,1183,0.57,2026-05-11 16:37:00
699,영업팀,user_b05_sales_21,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,914,559,1473,0.64,2026-01-20 13:32:00
700,재무/기획팀,user_b05_finplan_04,"기능 채택률 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘",gpt-4o-mini,626,794,1420,0.74,2026-03-02 12:55:00
701,재무/기획팀,user_b05_finplan_03,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘",gpt-4.1-mini,1318,505,1823,0.9,2026-03-15 11:46:00
702,영업팀,user_b05_sales_17,고객 미팅 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,1178,715,1893,1.05,2026-06-28 11:05:00
703,고객지원팀,user_b05_cs_04,전환율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,804,822,1626,0.8,2026-07-13 14:25:00
704,영업팀,user_b05_sales_08,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 가상고객A와 가상고객B 사례를 포함해줘",gpt-4.1,1132,617,1749,4.3,2026-01-21 11:43:00
705,영업팀,user_b05_sales_04,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1-mini,838,543,1381,0.78,2026-01-25 11:19:00
706,영업팀,user_b05_sales_07,Azure OpenAI 용어의 의미와 예시를 간단히 정리해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,165,367,532,0.4,2026-07-18 15:32:00
707,개발팀,user_b05_dev_17,Blob Storage와 PostgreSQL의 차이를 비교해줘,gpt-4o-mini,94,333,427,0.27,2026-06-06 17:28:00
708,인사팀,user_b05_hr_30,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o-mini,859,739,1598,0.75,2026-08-22 16:46:00
709,고객지원팀,user_b05_cs_05,테스트용으로 대시보드 모듈의 단위 테스트 코드를 만들어줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o,959,1225,2184,5.51,2026-03-09 09:10:00
710,인사팀,user_b05_hr_13,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1-mini,838,762,1600,0.98,2026-04-28 14:53:00
711,재무/기획팀,user_b05_finplan_05,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,1137,670,1807,1.0,2026-07-03 17:44:00
712,재무/기획팀,user_b05_finplan_20,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o,1239,362,1601,2.8,2026-06-14 12:17:00
713,개발팀,user_b05_dev_19,대시보드 API 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4.1-mini,1369,585,1954,0.99,2026-04-04 09:19:00
714,인사팀,user_b05_hr_27,"최근 4주 HR 리더십 성과를 본부장 보고용 보고서 형식으로 정리해줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4o-mini,466,1073,1539,0.9,2026-02-21 09:40:00
715,개발팀,user_b05_dev_22,"고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4.1,498,355,853,2.25,2026-06-03 15:59:00
716,개발팀,user_b05_dev_30,마스킹 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,498,838,1336,0.95,2026-05-13 17:58:00
717,개발팀,user_b05_dev_14,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o-mini,890,594,1484,0.66,2026-02-05 15:14:00
718,인사팀,user_b05_hr_18,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1-mini,420,475,895,0.58,2026-08-16 13:45:00
719,개발팀,user_b05_dev_05,계약 성공률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,805,781,1586,0.77,2026-04-12 17:46:00
720,영업팀,user_b05_sales_20,매출 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,896,696,1592,0.73,2026-03-15 17:24:00
721,재무/기획팀,user_b05_finplan_09,"정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o-mini,795,706,1501,0.71,2026-09-18 13:00:00
722,영업팀,user_b05_sales_16,영업 파이프라인 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,676,826,1502,0.77,2026-09-27 10:05:00
723,마케팅팀,user_b05_mkt_06,"신제품 캠페인 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o-mini,484,723,1207,0.65,2026-06-22 15:48:00
724,마케팅팀,user_b05_mkt_32,PostgreSQL에서 마스킹 기능을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,835,840,1675,0.82,2026-01-25 09:54:00
725,마케팅팀,user_b05_mkt_18,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o-mini,936,584,1520,0.66,2026-08-24 11:40:00
726,고객지원팀,user_b05_cs_14,"상담 스크립트 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘",gpt-4o-mini,560,922,1482,0.81,2026-02-17 15:29:00
727,고객지원팀,user_b05_cs_16,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TimeoutError: request exceeded limit,gpt-4o-mini,1051,1298,2349,1.21,2026-08-25 14:45:00
728,고객지원팀,user_b05_cs_10,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TimeoutError: request exceeded limit,gpt-4o-mini,589,1243,1832,1.05,2026-09-28 17:00:00
729,인사팀,user_b05_hr_11,데모고객D에게 보낼 후속 안내 메일을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,293,614,907,0.52,2026-08-01 12:32:00
730,개발팀,user_b05_dev_17,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘",gpt-4o-mini,1394,452,1846,0.68,2026-07-23 09:06:00
731,개발팀,user_b05_dev_03,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,1267,530,1797,0.71,2026-04-16 16:57:00
732,영업팀,user_b05_sales_15,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o,824,588,1412,3.09,2026-07-09 11:59:00
733,재무/기획팀,user_b05_finplan_16,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,803,787,1590,1.0,2026-04-10 14:17:00
734,영업팀,user_b05_sales_01,도달률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4.1-mini,666,760,1426,0.93,2026-09-08 16:28:00
735,개발팀,user_b05_dev_24,2분기 Azure OpenAI 성과를 본부장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,846,725,1571,0.74,2026-02-17 13:00:00
736,고객지원팀,user_b05_cs_10,PostgreSQL에서 알림 기능을 구현하는 예시 코드를 작성해줘,gpt-4.1,552,1040,1592,5.25,2026-08-12 12:10:00
737,마케팅팀,user_b05_mkt_10,"기능 사용률 지표를 기준으로 다음 달 예상 리스크를 설명해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,546,863,1409,3.72,2026-05-27 17:15:00
738,마케팅팀,user_b05_mkt_18,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4.1-mini,1311,379,1690,0.78,2026-07-20 15:05:00
739,개발팀,user_b05_dev_14,가상 구독 상품 사용자 고객의 배송 지연 문의에 대해 정중한 답변을 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,371,460,831,0.43,2026-05-09 15:48:00
740,영업팀,user_b05_sales_20,추천 후보 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,466,1486,1952,1.2,2026-05-23 17:23:00
741,영업팀,user_b05_sales_12,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,937,700,1637,0.75,2026-07-05 10:30:00
742,영업팀,user_b05_sales_15,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1,485,556,1041,3.09,2026-02-13 14:00:00
743,재무/기획팀,user_b05_finplan_10,매출과 비용를 사용할 때 주의할 점을 알려줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,110,340,450,0.28,2026-09-23 10:21:00
744,마케팅팀,user_b05_mkt_25,지난달 브랜드 검색량 성과를 임원 보고용 보고서 형식으로 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1-mini,569,857,1426,0.99,2026-02-07 13:25:00
745,인사팀,user_b05_hr_19,인사팀에서 공유할 성과 리뷰 결과 보고서를 1페이지 분량으로 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,603,1180,1783,1.01,2026-09-08 14:20:00
746,재무/기획팀,user_b05_finplan_20,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o,764,1109,1873,4.86,2026-08-07 12:59:00
747,영업팀,user_b05_sales_14,"대형 고객 제안 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘",gpt-4.1-mini,622,757,1379,0.91,2026-09-17 13:46:00
748,영업팀,user_b05_sales_15,가상고객A 고객의 계정 접근 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,297,577,874,0.49,2026-06-24 17:16:00
749,영업팀,user_b05_sales_10,계약 성공률 성과 데이터를 표로 요약하고 해석해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o,784,1046,1830,4.66,2026-08-07 12:40:00
750,인사팀,user_b05_hr_09,교육 만족도 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1,990,413,1403,3.22,2026-06-05 17:21:00
751,개발팀,user_b05_dev_29,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o,917,545,1462,3.05,2026-05-29 17:37:00
752,영업팀,user_b05_sales_02,최근 4주 리드 전환 성과를 주간 회의용 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,802,1193,1995,1.07,2026-03-22 13:18:00
753,영업팀,user_b05_sales_13,React에서 대시보드 기능을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,1052,1252,2304,1.18,2026-01-31 13:23:00
754,재무/기획팀,user_b05_finplan_10,경쟁사 분석 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4.1-mini,351,1128,1479,1.17,2026-05-25 11:33:00
755,인사팀,user_b05_hr_18,"HR 리더십 용어의 의미와 예시를 간단히 정리해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,314,231,545,0.25,2026-01-24 17:58:00
756,재무/기획팀,user_b05_finplan_17,매출과 비용의 개념을 비전공자도 이해할 수 있게 설명해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o,322,506,828,2.18,2026-01-17 12:58:00
757,개발팀,user_b05_dev_03,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o,1337,493,1830,3.38,2026-08-22 09:35:00
758,인사팀,user_b05_hr_28,2분기 교육 만족도 성과를 경영진 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,478,1240,1718,1.02,2026-07-12 10:29:00
759,인사팀,user_b05_hr_11,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,907,565,1472,0.64,2026-09-10 10:15:00
760,인사팀,user_b05_hr_35,팀 내 공유용으로 입사 초기 이탈률 관련 아이디어를 10개 제안해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4o-mini,173,510,683,0.41,2026-09-30 09:53:00
761,영업팀,user_b05_sales_15,서비스 해지 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o,370,598,968,2.57,2026-06-17 09:53:00
762,마케팅팀,user_b05_mkt_34,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o,1080,387,1467,2.69,2026-04-30 13:39:00
763,마케팅팀,user_b05_mkt_06,데이터 누락 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,232,440,672,0.38,2026-01-14 14:09:00
764,영업팀,user_b05_sales_18,제안서 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,684,1190,1874,1.04,2026-07-04 15:29:00
765,마케팅팀,user_b05_mkt_13,SNS 콘텐츠 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,693,505,1198,0.7,2026-09-13 15:06:00
766,재무/기획팀,user_b05_finplan_10,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,925,1110,2035,1.04,2026-07-24 12:51:00
767,인사팀,user_b05_hr_34,"지원자 수 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,598,804,1402,0.74,2026-03-05 17:00:00
768,고객지원팀,user_b05_cs_03,결제 오류와 GitHub Actions의 차이를 비교해줘,gpt-4o-mini,236,517,753,0.44,2026-09-06 14:33:00
769,고객지원팀,user_b05_cs_12,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o,1242,432,1674,3.05,2026-08-23 11:30:00
770,인사팀,user_b05_hr_22,채용공고 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4o-mini,857,809,1666,0.8,2026-07-02 11:44:00
771,영업팀,user_b05_sales_19,영업 파이프라인와 Node.js의 차이를 비교해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1-mini,126,493,619,0.5,2026-01-19 14:59:00
772,영업팀,user_b05_sales_10,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o,886,458,1344,2.7,2026-06-09 17:02:00
773,인사팀,user_b05_hr_20,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4o-mini,927,672,1599,0.72,2026-08-04 10:20:00
774,마케팅팀,user_b05_mkt_18,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4.1-mini,1301,718,2019,1.09,2026-02-09 14:06:00
775,고객지원팀,user_b05_cs_02,응답 시간 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,1227,751,1978,0.86,2026-02-10 12:34:00
776,개발팀,user_b05_dev_13,테스트용으로 마스킹 모듈의 단위 테스트 코드를 만들어줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,1106,775,1881,0.84,2026-07-05 11:18:00
777,마케팅팀,user_b05_mkt_18,계약 성공률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,467,853,1320,0.74,2026-02-15 13:45:00
778,고객지원팀,user_b05_cs_06,고객 불만 응대 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1-mini,600,955,1555,1.09,2026-04-06 10:31:00
779,영업팀,user_b05_sales_13,견적 안내 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,1351,446,1797,0.67,2026-07-06 17:26:00
780,인사팀,user_b05_hr_20,성과 리뷰 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,787,823,1610,0.8,2026-01-10 17:47:00
781,영업팀,user_b05_sales_10,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1,1262,490,1752,3.95,2026-07-27 16:04:00
782,영업팀,user_b05_sales_12,구독 플랜 변경 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,280,722,1002,0.6,2026-08-11 10:25:00
783,인사팀,user_b05_hr_07,가상고객A에게 보낼 후속 안내 메일을 작성해줘,gpt-4.1-mini,265,757,1022,0.79,2026-06-18 16:29:00
784,인사팀,user_b05_hr_19,로그 조회 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,825,904,1729,1.11,2026-02-12 11:41:00
785,마케팅팀,user_b05_mkt_19,전환율 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,417,879,1296,0.74,2026-02-07 16:42:00
786,영업팀,user_b05_sales_19,팀 내 공유용으로 리드 전환 관련 아이디어를 10개 제안해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,232,417,649,0.36,2026-01-20 09:13:00
787,개발팀,user_b05_dev_13,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o-mini,1281,591,1872,0.75,2026-03-24 09:54:00
788,영업팀,user_b05_sales_12,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,615,916,1531,0.82,2026-03-05 15:20:00
789,영업팀,user_b05_sales_01,분기 영업 전략 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o,793,564,1357,2.96,2026-04-20 17:51:00
790,개발팀,user_b05_dev_32,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4.1-mini,689,442,1131,0.64,2026-07-04 14:55:00
791,영업팀,user_b05_sales_18,영업팀에서 공유할 리드 육성 결과 보고서를 1페이지 분량으로 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,377,1019,1396,0.84,2026-05-10 13:58:00
792,마케팅팀,user_b05_mkt_04,이번 달 전환율 성과를 임원 보고용 보고서 형식으로 정리해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,468,849,1317,0.74,2026-05-05 17:22:00
793,재무/기획팀,user_b05_finplan_18,매출과 비용 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,521,807,1328,0.72,2026-05-20 14:39:00
794,마케팅팀,user_b05_mkt_16,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,1029,502,1531,0.8,2026-08-27 13:36:00
795,개발팀,user_b05_dev_12,"개발팀에서 공유할 대시보드 API 결과 보고서를 1페이지 분량으로 작성해줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4o-mini,535,1202,1737,1.01,2026-09-13 09:43:00
796,마케팅팀,user_b05_mkt_25,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4.1-mini,524,749,1273,0.87,2026-07-10 12:24:00
797,인사팀,user_b05_hr_17,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1-mini,1211,460,1671,0.82,2026-01-14 17:01:00
798,영업팀,user_b05_sales_11,"다음 달 대형 고객 제안 성과를 팀장 보고용 보고서 형식으로 정리해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,561,750,1311,0.69,2026-07-17 12:48:00
799,개발팀,user_b05_dev_30,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,1222,817,2039,0.9,2026-07-02 10:13:00
800,개발팀,user_b05_dev_21,브랜드 검색량 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,879,732,1611,0.75,2026-09-26 10:05:00
