log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
556,재무/기획팀,user_b03_finplan_18,파일럿 고객 고객의 데이터 누락 문의에 대해 정중한 답변을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,248,502,750,0.43,2026-08-21 17:26:00
557,인사팀,user_b03_hr_07,최근 4주 사내 교육 성과를 경영진 보고용 보고서 형식으로 정리해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,480,759,1239,0.67,2026-06-22 10:27:00
558,마케팅팀,user_b03_mkt_07,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,455,893,1348,0.76,2026-07-11 10:28:00
559,고객지원팀,user_b03_cs_04,계약 성공률 지표를 기준으로 다음 달 예상 리스크를 설명해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4.1-mini,599,843,1442,0.98,2026-06-04 09:16:00
560,고객지원팀,user_b03_cs_02,고객지원팀에서 공유할 상담 스크립트 결과 보고서를 1페이지 분량으로 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,416,1026,1442,1.1,2026-09-08 13:34:00
561,인사팀,user_b03_hr_14,"채용공고 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,351,669,1020,0.58,2026-08-20 13:27:00
562,인사팀,user_b03_hr_16,조직문화 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4.1-mini,732,1198,1930,1.36,2026-06-15 09:52:00
563,개발팀,user_b03_dev_25,데이터 누락 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,558,525,1083,0.67,2026-07-13 09:48:00
564,영업팀,user_b03_sales_23,비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,1000,842,1842,1.11,2026-01-23 16:34:00
565,마케팅팀,user_b03_mkt_10,"캠페인 ROAS 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,379,1070,1449,0.87,2026-09-17 14:36:00
566,마케팅팀,user_b03_mkt_28,이메일 오픈율 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1-mini,479,553,1032,0.67,2026-01-21 10:28:00
567,재무/기획팀,user_b03_finplan_29,"정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,1376,797,2173,0.93,2026-03-04 12:02:00
568,고객지원팀,user_b03_cs_22,테스트용으로 마스킹 모듈의 단위 테스트 코드를 만들어줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,683,1258,1941,1.09,2026-09-10 16:02:00
569,개발팀,user_b03_dev_05,"배송 지연 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,269,657,926,0.7,2026-04-14 11:11:00
570,인사팀,user_b03_hr_12,지원자 수 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,1071,698,1769,0.78,2026-04-12 16:59:00
571,인사팀,user_b03_hr_07,사내 교육와 React의 차이를 비교해줘,gpt-4o-mini,354,435,789,0.41,2026-04-15 16:16:00
572,영업팀,user_b03_sales_07,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4.1-mini,545,521,1066,0.66,2026-02-01 11:17:00
573,영업팀,user_b03_sales_22,"테스트용으로 분류 모듈의 단위 테스트 코드를 만들어줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,811,1295,2106,5.57,2026-05-05 12:59:00
574,개발팀,user_b03_dev_05,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4.1,1197,628,1825,4.44,2026-02-03 17:42:00
575,개발팀,user_b03_dev_11,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4o-mini,342,464,806,0.42,2026-03-15 15:39:00
576,개발팀,user_b03_dev_04,테스트용으로 대시보드 모듈의 단위 테스트 코드를 만들어줘,gpt-4o-mini,910,1397,2307,1.25,2026-03-05 09:48:00
577,고객지원팀,user_b03_cs_06,계정 접근 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,278,515,793,0.44,2026-02-13 11:16:00
578,재무/기획팀,user_b03_finplan_33,도달률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4.1,851,946,1797,5.29,2026-02-12 12:23:00
579,인사팀,user_b03_hr_09,배송 지연 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1-mini,395,357,752,0.46,2026-03-08 16:45:00
580,고객지원팀,user_b03_cs_12,테스트용으로 추천 후보 모듈의 단위 테스트 코드를 만들어줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,1061,907,1968,0.93,2026-07-22 15:20:00
581,재무/기획팀,user_b03_finplan_32,파일럿 고객에게 보낼 후속 안내 메일을 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4.1-mini,364,746,1110,0.82,2026-01-23 16:34:00
582,인사팀,user_b03_hr_18,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o-mini,1219,522,1741,0.69,2026-09-05 16:20:00
583,개발팀,user_b03_dev_28,팀 내 공유용으로 FastAPI 관련 아이디어를 10개 제안해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4.1,341,371,712,2.09,2026-08-30 13:38:00
584,마케팅팀,user_b03_mkt_21,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4.1-mini,375,645,1020,0.73,2026-03-24 09:42:00
585,고객지원팀,user_b03_cs_06,FAQ 구조 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4.1-mini,530,1115,1645,1.22,2026-08-25 17:29:00
586,고객지원팀,user_b03_cs_20,도달률 지표를 기준으로 다음 달 예상 리스크를 설명해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o,854,975,1829,4.49,2026-03-11 09:05:00
587,개발팀,user_b03_dev_25,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o,1276,651,1927,3.86,2026-04-06 10:09:00
588,고객지원팀,user_b03_cs_23,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,548,556,1104,0.7,2026-05-31 10:47:00
589,재무/기획팀,user_b03_finplan_01,에러율 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4.1-mini,477,476,953,0.6,2026-05-08 16:11:00
590,인사팀,user_b03_hr_14,조직문화 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,444,713,1157,0.63,2026-02-16 17:59:00
591,마케팅팀,user_b03_mkt_15,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1-mini,794,591,1385,0.81,2026-06-29 14:21:00
592,영업팀,user_b03_sales_11,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,942,533,1475,0.8,2026-08-16 17:11:00
593,마케팅팀,user_b03_mkt_22,Django를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,276,357,633,0.33,2026-04-05 17:55:00
594,재무/기획팀,user_b03_finplan_31,비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4.1-mini,902,458,1360,0.72,2026-09-03 13:38:00
595,개발팀,user_b03_dev_29,계약 성공률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,743,1081,1824,0.97,2026-06-12 17:46:00
596,개발팀,user_b03_dev_22,비동기 처리를 사용할 때 주의할 점을 알려줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,248,355,603,0.32,2026-09-20 14:51:00
597,마케팅팀,user_b03_mkt_25,마케팅팀에서 공유할 이메일 오픈율 결과 보고서를 1페이지 분량으로 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,613,795,1408,0.73,2026-04-23 16:10:00
598,고객지원팀,user_b03_cs_12,이번 주 응답 시간 성과를 본부장 보고용 보고서 형식으로 정리해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,463,950,1413,1.04,2026-07-26 14:51:00
599,재무/기획팀,user_b03_finplan_23,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o,708,822,1530,3.77,2026-09-06 17:41:00
600,개발팀,user_b03_dev_12,"Azure OpenAI 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,832,734,1566,0.74,2026-06-19 14:21:00
601,고객지원팀,user_b03_cs_12,"테스트용으로 분류 모듈의 단위 테스트 코드를 만들어줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,677,811,1488,3.7,2026-06-12 15:37:00
602,고객지원팀,user_b03_cs_11,응답 시간 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,928,484,1412,0.75,2026-05-13 13:25:00
603,개발팀,user_b03_dev_03,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,308,497,805,0.56,2026-05-20 15:39:00
604,고객지원팀,user_b03_cs_03,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,1149,436,1585,0.78,2026-06-16 09:08:00
605,개발팀,user_b03_dev_09,가상고객A에게 보낼 후속 안내 메일을 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,316,581,897,0.65,2026-07-18 17:41:00
606,고객지원팀,user_b03_cs_19,GitHub Actions에서 마스킹 기능을 구현하는 예시 코드를 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,749,1359,2108,1.18,2026-07-30 16:57:00
607,개발팀,user_b03_dev_18,계약 성공률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4.1-mini,707,1059,1766,1.22,2026-01-31 10:26:00
608,마케팅팀,user_b03_mkt_24,브랜드 검색량 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,799,1242,2041,1.11,2026-04-02 15:52:00
609,개발팀,user_b03_dev_08,"정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4o-mini,831,611,1442,0.65,2026-07-02 13:29:00
610,영업팀,user_b03_sales_08,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,464,745,1209,0.66,2026-07-23 15:48:00
611,개발팀,user_b03_dev_20,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,815,976,1791,0.92,2026-05-05 14:39:00
612,고객지원팀,user_b03_cs_17,서비스 해지 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o,425,357,782,1.78,2026-06-10 15:25:00
613,고객지원팀,user_b03_cs_16,React에서 분류 기능을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,948,840,1788,0.85,2026-02-03 11:46:00
614,인사팀,user_b03_hr_04,입사 초기 이탈률 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,839,552,1391,0.61,2026-03-23 16:05:00
615,고객지원팀,user_b03_cs_11,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1-mini,681,485,1166,0.67,2026-03-07 10:47:00
616,재무/기획팀,user_b03_finplan_21,Python와 FastAPI의 차이를 비교해줘,gpt-4.1-mini,121,471,592,0.48,2026-01-29 11:29:00
617,마케팅팀,user_b03_mkt_05,"테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,308,303,611,0.3,2026-02-15 15:14:00
618,개발팀,user_b03_dev_02,"Azure OpenAI 성과 데이터를 표로 요약하고 해석해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4.1,855,665,1520,4.1,2026-06-30 17:17:00
619,인사팀,user_b03_hr_08,HR 리더십 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,694,792,1486,0.75,2026-09-25 15:29:00
620,영업팀,user_b03_sales_15,"제안서 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,697,902,1599,0.83,2026-06-01 17:07:00
621,마케팅팀,user_b03_mkt_12,신제품 캠페인 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4.1-mini,551,1066,1617,1.18,2026-05-17 10:53:00
622,고객지원팀,user_b03_cs_05,"전환율 지표를 기준으로 다음 달 예상 리스크를 설명해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,692,1075,1767,0.96,2026-05-19 09:45:00
623,인사팀,user_b03_hr_04,성과 리뷰 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,554,681,1235,0.64,2026-04-10 11:56:00
624,인사팀,user_b03_hr_08,다음 달 교육 만족도 성과를 본부장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,673,1056,1729,0.94,2026-03-07 15:15:00
625,인사팀,user_b03_hr_01,결제 오류 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,582,491,1073,0.5,2026-06-02 10:44:00
626,마케팅팀,user_b03_mkt_05,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,659,877,1536,0.8,2026-08-09 16:38:00
627,인사팀,user_b03_hr_02,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o-mini,1038,406,1444,0.56,2026-05-15 17:16:00
628,고객지원팀,user_b03_cs_11,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4o-mini,287,678,965,0.57,2026-02-10 15:54:00
629,고객지원팀,user_b03_cs_13,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o-mini,1042,465,1507,0.6,2026-02-01 12:30:00
630,고객지원팀,user_b03_cs_17,배송 지연 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,606,552,1158,0.55,2026-06-22 13:06:00
631,영업팀,user_b03_sales_25,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,1079,565,1644,0.68,2026-05-07 10:55:00
632,재무/기획팀,user_b03_finplan_25,로그 조회 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,669,1024,1693,0.91,2026-01-27 17:59:00
633,재무/기획팀,user_b03_finplan_25,데이터 누락 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,277,753,1030,0.62,2026-08-24 11:09:00
634,영업팀,user_b03_sales_14,파일럿 고객에게 보낼 후속 안내 메일을 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o,431,685,1116,2.95,2026-05-17 12:44:00
635,마케팅팀,user_b03_mkt_29,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,327,533,860,0.6,2026-07-11 12:37:00
636,영업팀,user_b03_sales_18,제안서를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,236,333,569,0.3,2026-08-12 15:47:00
637,고객지원팀,user_b03_cs_09,가상고객A에게 보낼 후속 안내 메일을 작성해줘,gpt-4o-mini,330,361,691,0.35,2026-04-22 10:40:00
638,인사팀,user_b03_hr_01,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4.1-mini,279,664,943,0.71,2026-03-11 14:29:00
639,마케팅팀,user_b03_mkt_15,가상고객A에게 보낼 후속 안내 메일을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,460,527,987,0.5,2026-08-29 14:34:00
640,개발팀,user_b03_dev_07,데이터 누락 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o,346,581,927,2.48,2026-09-11 13:35:00
641,고객지원팀,user_b03_cs_23,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o-mini,512,631,1143,0.59,2026-02-09 14:49:00
642,마케팅팀,user_b03_mkt_15,가상 구독 상품 사용자에게 보낼 후속 안내 메일을 작성해줘,gpt-4o-mini,482,539,1021,0.51,2026-08-09 13:42:00
643,영업팀,user_b03_sales_02,고객 미팅를 사용할 때 주의할 점을 알려줘,gpt-4.1-mini,216,268,484,0.32,2026-01-20 11:59:00
644,인사팀,user_b03_hr_15,성과 리뷰와 PostgreSQL의 차이를 비교해줘,gpt-4o-mini,248,342,590,0.31,2026-01-29 12:46:00
645,마케팅팀,user_b03_mkt_20,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,747,797,1544,0.77,2026-09-19 12:10:00
646,재무/기획팀,user_b03_finplan_15,"비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4.1-mini,983,617,1600,0.9,2026-08-16 09:51:00
647,마케팅팀,user_b03_mkt_15,결제 오류 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,330,639,969,0.55,2026-01-03 15:57:00
648,영업팀,user_b03_sales_06,영업팀에서 공유할 제안서 결과 보고서를 1페이지 분량으로 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,415,771,1186,0.67,2026-02-10 17:58:00
649,고객지원팀,user_b03_cs_19,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,345,759,1104,0.64,2026-08-05 15:11:00
650,마케팅팀,user_b03_mkt_07,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o-mini,587,743,1330,0.69,2026-01-20 13:09:00
651,영업팀,user_b03_sales_25,테스트고객C 고객의 결제 오류 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,434,495,929,0.47,2026-03-22 12:02:00
652,고객지원팀,user_b03_cs_04,고객지원팀에서 공유할 환불 정책 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,452,770,1222,0.67,2026-09-07 10:02:00
653,영업팀,user_b03_sales_22,영업팀에서 공유할 견적 안내 결과 보고서를 1페이지 분량으로 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o,694,675,1369,3.24,2026-03-21 15:18:00
654,재무/기획팀,user_b03_finplan_29,"매출과 비용 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,525,1267,1792,1.05,2026-05-15 11:47:00
655,인사팀,user_b03_hr_10,가상 구독 상품 사용자 고객의 결제 오류 문의에 대해 정중한 답변을 작성해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4.1-mini,433,596,1029,0.7,2026-02-12 09:32:00
656,인사팀,user_b03_hr_01,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4o-mini,571,595,1166,0.58,2026-06-22 17:41:00
657,마케팅팀,user_b03_mkt_17,비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,813,499,1312,0.57,2026-01-13 11:55:00
658,인사팀,user_b03_hr_09,"면접 피드백 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4.1,948,744,1692,4.57,2026-04-23 17:13:00
659,고객지원팀,user_b03_cs_24,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4.1-mini,1180,570,1750,0.92,2026-02-09 11:27:00
660,영업팀,user_b03_sales_06,견적 안내 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,553,1154,1707,0.98,2026-03-02 14:08:00
661,고객지원팀,user_b03_cs_02,비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,963,935,1898,0.92,2026-06-24 16:34:00
662,마케팅팀,user_b03_mkt_14,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4.1,1031,1225,2256,6.75,2026-08-12 14:56:00
663,인사팀,user_b03_hr_05,테스트고객C 고객의 환불 요청 문의에 대해 정중한 답변을 작성해줘,gpt-4.1-mini,322,601,923,0.67,2026-07-16 11:16:00
664,인사팀,user_b03_hr_01,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1,987,739,1726,4.61,2026-09-28 14:46:00
665,재무/기획팀,user_b03_finplan_21,"파일럿 고객 고객의 구독 플랜 변경 문의에 대해 정중한 답변을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,569,472,1041,2.37,2026-06-21 09:50:00
666,인사팀,user_b03_hr_09,샘플고객B에게 보낼 후속 안내 메일을 작성해줘,gpt-4.1-mini,457,604,1061,0.71,2026-09-29 14:32:00
667,재무/기획팀,user_b03_finplan_20,이번 달 사업 전략 성과를 본부장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,513,713,1226,0.65,2026-08-28 16:18:00
668,재무/기획팀,user_b03_finplan_30,결제 오류 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,427,645,1072,0.58,2026-04-20 15:49:00
669,인사팀,user_b03_hr_08,인사팀에서 공유할 면접 피드백 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,449,682,1131,0.78,2026-03-11 12:37:00
670,영업팀,user_b03_sales_05,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o,725,1473,2198,6.1,2026-07-30 10:30:00
671,재무/기획팀,user_b03_finplan_02,"고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,403,475,878,0.45,2026-02-18 13:59:00
672,마케팅팀,user_b03_mkt_17,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,1233,438,1671,0.63,2026-07-29 14:46:00
673,고객지원팀,user_b03_cs_19,브랜드 검색량 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4.1-mini,684,578,1262,0.76,2026-08-28 16:00:00
674,영업팀,user_b03_sales_02,파일 검증 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,721,802,1523,0.98,2026-08-09 16:27:00
675,영업팀,user_b03_sales_25,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: ValidationError: missing field 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1,697,760,1457,4.27,2026-07-17 14:15:00
676,개발팀,user_b03_dev_27,팀 내 공유용으로 Blob Storage 관련 아이디어를 10개 제안해줘,gpt-4o-mini,193,396,589,0.34,2026-08-13 16:20:00
677,개발팀,user_b03_dev_26,지난달 추천 후보 API 성과를 임원 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,834,831,1665,0.82,2026-05-15 16:12:00
678,재무/기획팀,user_b03_finplan_04,"테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,409,701,1110,0.61,2026-03-02 10:16:00
679,영업팀,user_b03_sales_03,PostgreSQL에서 분류 기능을 구현하는 예시 코드를 작성해줘,gpt-4o,960,1482,2442,6.42,2026-01-12 12:24:00
680,재무/기획팀,user_b03_finplan_06,팀 내 공유용으로 경쟁사 분석 관련 아이디어를 10개 제안해줘,gpt-4o-mini,276,449,725,0.4,2026-04-11 09:01:00
681,재무/기획팀,user_b03_finplan_13,"기능 채택률 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘",gpt-4o-mini,601,980,1581,0.86,2026-03-04 12:43:00
682,개발팀,user_b03_dev_16,Blob Storage 용어의 의미와 예시를 간단히 정리해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,335,367,702,0.35,2026-05-26 10:51:00
683,고객지원팀,user_b03_cs_02,데모고객D 고객의 배송 지연 문의에 대해 정중한 답변을 작성해줘,gpt-4.1-mini,598,755,1353,0.9,2026-07-05 16:16:00
684,재무/기획팀,user_b03_finplan_29,Azure OpenAI에서 마스킹 기능을 구현하는 예시 코드를 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,1019,1287,2306,1.19,2026-06-25 12:14:00
685,고객지원팀,user_b03_cs_03,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o-mini,493,665,1158,0.61,2026-05-29 11:16:00
686,재무/기획팀,user_b03_finplan_18,매출과 비용 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o,1252,513,1765,3.35,2026-01-22 15:53:00
687,인사팀,user_b03_hr_05,지난달 HR 리더십 성과를 임원 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,794,1049,1843,0.96,2026-05-20 13:11:00
688,재무/기획팀,user_b03_finplan_14,Python에서 파일 검증 기능을 구현하는 예시 코드를 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1-mini,845,705,1550,0.93,2026-07-01 17:08:00
