log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
154,인사팀,user_hr_09,HR 리더에게 공유할 사내 교육 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,309,684,993,17.73,2026-05-21 17:19:00
155,인사팀,user_hr_06,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1-mini,586,604,1190,20.04,2026-05-07 15:56:00
156,인사팀,user_hr_03,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4.1-mini,242,524,766,13.66,2026-05-02 17:01:00
157,인사팀,user_hr_02,2분기 조직문화 성과를 팀장 보고용 보고서 형식으로 정리해줘,gpt-4.1,515,951,1466,120.02,2026-05-18 16:11:00
158,인사팀,user_hr_04,지원자 수 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,377,1092,1469,22.87,2026-05-12 09:55:00
159,인사팀,user_hr_08,데모고객D 고객의 결제 오류 문의에 대해 정중한 답변을 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,376,344,720,12.01,2026-05-08 14:35:00
160,인사팀,user_hr_08,임베딩 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,200,278,478,7.07,2026-05-01 17:24:00
161,인사팀,user_hr_10,채용공고의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4o-mini,162,363,525,8.04,2026-05-21 15:42:00
162,인사팀,user_hr_12,"첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,908,692,1600,22.52,2026-05-08 17:24:00
163,인사팀,user_hr_04,이번 달 업무 내용을 경영진 보고용으로 간결하게 정리해줘,gpt-4.1-mini,296,712,1008,18.1,2026-05-13 17:59:00
164,인사팀,user_hr_04,RAG 용어의 의미와 예시를 간단히 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,315,510,825,12.35,2026-05-09 13:05:00
165,인사팀,user_hr_09,테스트고객C에게 보낼 후속 안내 메일을 작성해줘,gpt-4o-mini,293,548,841,12.72,2026-05-19 11:20:00
166,인사팀,user_hr_04,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4.1-mini,774,432,1206,19.3,2026-05-16 15:41:00
167,인사팀,user_hr_08,가상고객A에게 보낼 후속 안내 메일을 작성해줘,gpt-4o-mini,488,513,1001,14.47,2026-05-02 12:12:00
168,인사팀,user_hr_01,FastAPI를 사용할 때 주의할 점을 알려줘,gpt-4.1-mini,218,446,664,11.79,2026-05-13 17:02:00
169,인사팀,user_hr_08,2분기 교육 프로그램 성과를 팀장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,418,1034,1452,22.39,2026-05-18 09:02:00
170,인사팀,user_hr_11,2분기 업무 내용을 경영진 보고용으로 간결하게 정리해줘,gpt-4.1-mini,449,937,1386,24.65,2026-05-20 12:26:00
171,인사팀,user_hr_07,"신입 채용 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘",gpt-4.1-mini,581,501,1082,17.95,2026-05-10 16:47:00
172,인사팀,user_hr_01,온보딩 개선에 사용할 간단한 공지 문구를 작성해줘,gpt-4o-mini,262,461,723,10.89,2026-05-14 09:59:00
173,인사팀,user_hr_09,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o,1506,657,2163,133.42,2026-05-13 09:35:00
174,인사팀,user_hr_08,샘플 계약서의 핵심 내용을 5개 bullet로 요약해줘,gpt-4o-mini,987,694,1681,23.5,2026-05-03 13:20:00
175,인사팀,user_hr_01,Azure SQL를 사용할 때 주의할 점을 알려줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,346,499,845,12.54,2026-05-20 13:00:00
176,인사팀,user_hr_01,샘플 계약서에서 위험 조항과 확인 필요 항목만 추려줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4.1-mini,935,479,1414,22.48,2026-05-04 15:11:00
177,인사팀,user_hr_10,지원자 수 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,387,906,1293,19.86,2026-05-24 17:05:00
178,인사팀,user_hr_11,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o-mini,652,684,1336,19.32,2026-05-07 09:40:00
179,인사팀,user_hr_12,교육 만족도 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o,491,814,1305,89.68,2026-05-02 17:19:00
180,인사팀,user_hr_05,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o-mini,305,633,938,14.29,2026-05-07 17:19:00
181,인사팀,user_hr_10,입사 초기 이탈률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,370,897,1267,19.51,2026-05-03 14:29:00
182,인사팀,user_hr_05,교육 만족도 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,502,1120,1622,24.84,2026-05-19 12:10:00
183,인사팀,user_hr_08,2분기 업무 내용을 경영진 보고용으로 간결하게 정리해줘,gpt-4.1-mini,546,1032,1578,27.87,2026-05-19 11:05:00
184,인사팀,user_hr_10,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o,517,897,1414,97.5,2026-05-05 17:06:00
185,인사팀,user_hr_08,정책 문서의 핵심 내용을 5개 bullet로 요약해줘,gpt-4o-mini,958,498,1456,19.86,2026-05-04 16:20:00
186,인사팀,user_hr_12,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,518,369,887,12.42,2026-05-12 10:37:00
187,인사팀,user_hr_07,상반기 업무 내용을 경영진 보고용으로 간결하게 정리해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,583,1005,1588,23.88,2026-05-05 13:55:00
188,인사팀,user_hr_12,FastAPI를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,115,361,476,7.44,2026-05-17 13:26:00
189,인사팀,user_hr_06,사내 교육 관련 교육 자료 목차를 작성해줘,gpt-4.1-mini,233,445,678,11.98,2026-05-18 09:30:00
190,인사팀,user_hr_05,샘플 계약서에서 위험 조항과 확인 필요 항목만 추려줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o,895,618,1513,96.81,2026-05-09 09:47:00
191,인사팀,user_hr_11,"사내 교육 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,372,694,1066,16.12,2026-05-09 10:03:00
192,인사팀,user_hr_02,HR 리더에게 공유할 채용공고 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,370,983,1353,24.45,2026-05-09 15:29:00
193,인사팀,user_hr_04,Azure OpenAI를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,110,274,384,5.92,2026-05-20 10:45:00
194,인사팀,user_hr_08,팀 내 공유용으로 채용공고 관련 아이디어를 10개 제안해줘,gpt-4o-mini,279,401,680,10.08,2026-05-03 16:59:00
195,인사팀,user_hr_10,HR 리더에게 공유할 사내 교육 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,324,499,823,12.27,2026-05-01 17:45:00
196,인사팀,user_hr_04,다음 주 회의 아젠다를 구성해줘,gpt-4o-mini,290,440,730,10.87,2026-05-10 15:57:00
197,인사팀,user_hr_09,지원자 수 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,575,679,1254,18.31,2026-05-05 12:59:00
198,인사팀,user_hr_11,"신입 채용 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,469,403,872,12.4,2026-05-13 14:07:00
199,인사팀,user_hr_08,채용공고 관련 교육 자료 목차를 작성해줘,gpt-4.1-mini,217,454,671,11.94,2026-05-03 09:00:00
200,인사팀,user_hr_06,최근 4주 조직문화 성과를 팀장 보고용 보고서 형식으로 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,846,810,1656,23.76,2026-05-25 17:32:00
201,법무팀,user_legal_08,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o,891,735,1626,105.6,2026-05-17 10:04:00
202,법무팀,user_legal_11,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,620,813,1433,21.1,2026-05-12 13:12:00
203,법무팀,user_legal_04,회의록의 핵심 내용을 5개 bullet로 요약해줘,gpt-4o-mini,936,570,1506,20.81,2026-05-08 14:27:00
204,법무팀,user_legal_05,"이번 달 업무 내용을 경영진 보고용으로 간결하게 정리해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,645,849,1494,22.0,2026-05-06 16:54:00
205,법무팀,user_legal_06,이번 주 업무 내용을 경영진 보고용으로 간결하게 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,821,988,1809,30.86,2026-05-02 10:24:00
206,법무팀,user_legal_12,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,645,558,1203,17.11,2026-05-18 17:57:00
207,법무팀,user_legal_07,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4.1-mini,932,507,1439,22.99,2026-05-15 09:18:00
208,법무팀,user_legal_05,시장 조사 문서의 핵심 내용을 5개 bullet로 요약해줘,gpt-4o-mini,994,478,1472,19.96,2026-05-06 11:53:00
209,법무팀,user_legal_08,Azure OpenAI를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,157,360,517,7.93,2026-05-11 11:00:00
210,법무팀,user_legal_05,개인정보 보호 관련 교육 자료 목차를 작성해줘,gpt-4o-mini,261,516,777,11.8,2026-05-07 09:05:00
211,법무팀,user_legal_05,사업팀에게 공유할 개인정보 보호 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,530,835,1365,20.39,2026-05-06 15:46:00
212,법무팀,user_legal_10,최근 4주 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,476,776,1252,18.75,2026-05-10 16:35:00
213,법무팀,user_legal_12,Azure SQL를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,177,469,646,10.0,2026-05-04 14:32:00
214,법무팀,user_legal_06,법무 검토의 개념을 비전공자도 이해할 수 있게 설명해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,453,427,880,12.61,2026-05-11 13:17:00
215,법무팀,user_legal_08,임베딩 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,217,211,428,6.15,2026-05-12 13:44:00
216,법무팀,user_legal_09,시장 조사 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,991,684,1675,23.38,2026-05-19 09:30:00
217,법무팀,user_legal_04,법무 검토 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,735,551,1286,18.08,2026-05-23 12:18:00
218,법무팀,user_legal_08,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,877,548,1425,23.02,2026-05-04 15:18:00
219,법무팀,user_legal_03,계약 처리 시간 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4.1-mini,516,810,1326,23.1,2026-05-03 14:12:00
220,법무팀,user_legal_02,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o-mini,804,581,1385,19.41,2026-05-16 09:11:00
221,법무팀,user_legal_05,개인정보 보호 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,449,482,931,13.49,2026-05-23 11:31:00
222,법무팀,user_legal_06,검토 건수 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4.1-mini,553,910,1463,25.58,2026-05-13 10:27:00
223,법무팀,user_legal_06,개인정보 보호 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,1101,550,1651,22.45,2026-05-19 10:51:00
224,법무팀,user_legal_09,"약관 업데이트 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,363,904,1267,19.54,2026-05-16 15:13:00
225,법무팀,user_legal_03,샘플 계약서의 핵심 내용을 5개 bullet로 요약해줘,gpt-4o-mini,957,678,1635,22.87,2026-05-24 13:54:00
226,법무팀,user_legal_05,위험 조항 수 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,404,927,1331,20.42,2026-05-26 13:42:00
227,법무팀,user_legal_06,상반기 계약 검토 성과를 팀장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,488,1064,1552,23.73,2026-05-19 15:51:00
228,법무팀,user_legal_05,배송/결제 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o,231,645,876,62.37,2026-05-01 09:53:00
229,법무팀,user_legal_08,개인정보 보호의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4o-mini,229,260,489,7.12,2026-05-16 15:59:00
230,법무팀,user_legal_10,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1-mini,671,541,1212,20.0,2026-05-22 15:50:00
231,법무팀,user_legal_07,다음 주 회의 아젠다를 구성해줘,gpt-4o-mini,230,371,601,8.99,2026-05-20 15:38:00
232,법무팀,user_legal_01,회의록의 핵심 내용을 5개 bullet로 요약해줘,gpt-4o-mini,885,739,1624,23.04,2026-05-10 13:15:00
233,법무팀,user_legal_01,GitHub Actions를 사용할 때 주의할 점을 알려줘,gpt-4.1,126,290,416,34.58,2026-05-01 13:32:00
234,법무팀,user_legal_05,API Gateway 용어의 의미와 예시를 간단히 정리해줘,gpt-4o,178,195,373,24.8,2026-05-09 13:33:00
235,법무팀,user_legal_12,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,681,574,1255,17.82,2026-05-05 10:22:00
236,법무팀,user_legal_10,계약서 조항 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o,808,456,1264,79.55,2026-05-22 09:21:00
237,법무팀,user_legal_05,계약서 조항 관련 교육 자료 목차를 작성해줘,gpt-4o-mini,351,297,648,9.2,2026-05-16 15:47:00
238,법무팀,user_legal_08,가상 구독 상품 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1,376,385,761,59.48,2026-05-17 17:05:00
239,법무팀,user_legal_03,샘플 계약서에서 위험 조항과 확인 필요 항목만 추려줘 참고용 가짜 연락처: 010-0000-0000,gpt-4.1-mini,1231,578,1809,28.56,2026-05-26 11:53:00
240,법무팀,user_legal_12,샘플 계약서의 핵심 내용을 5개 bullet로 요약해줘,gpt-4.1-mini,1288,346,1634,24.81,2026-05-16 13:39:00
241,법무팀,user_legal_12,샘플고객B에게 보낼 후속 안내 메일을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,390,544,934,13.82,2026-05-23 16:31:00
242,법무팀,user_legal_02,경영진에게 공유할 법무 검토 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,315,919,1234,19.22,2026-05-09 15:56:00
243,법무팀,user_legal_03,경영진에게 공유할 법무 검토 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,365,548,913,15.85,2026-05-20 12:18:00
244,법무팀,user_legal_04,계약서 조항의 개념을 비전공자도 이해할 수 있게 설명해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,424,393,817,11.69,2026-05-16 13:21:00
245,법무팀,user_legal_02,가상고객A 고객의 배송 지연 문의에 대해 정중한 답변을 작성해줘,gpt-4o,450,601,1051,71.03,2026-05-07 16:26:00
246,법무팀,user_legal_02,테스트고객C 고객의 환불 요청 문의에 대해 정중한 답변을 작성해줘,gpt-4.1-mini,283,397,680,11.74,2026-05-03 14:20:00
247,법무팀,user_legal_11,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,616,596,1212,17.4,2026-05-13 12:56:00
248,법무팀,user_legal_08,샘플 계약서의 핵심 내용을 5개 bullet로 요약해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,1102,608,1710,23.44,2026-05-10 09:29:00
249,법무팀,user_legal_11,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,774,604,1378,19.44,2026-05-17 15:37:00
250,법무팀,user_legal_09,경영진에게 공유할 계약서 조항 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,548,1002,1550,23.41,2026-05-05 10:23:00
251,기획팀,user_plan_08,기능 채택률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,498,676,1174,17.33,2026-05-24 11:48:00
252,기획팀,user_plan_09,개발팀에게 공유할 경쟁사 분석 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,559,1065,1624,28.7,2026-05-19 09:36:00
253,기획팀,user_plan_03,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o-mini,580,805,1385,20.48,2026-05-10 11:11:00
254,기획팀,user_plan_09,이번 달 사업 전략 성과를 팀장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,388,1051,1439,22.31,2026-05-13 10:17:00
255,기획팀,user_plan_09,개발팀에게 공유할 시장 조사 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,386,1269,1655,25.95,2026-05-15 09:00:00
256,기획팀,user_plan_06,Azure OpenAI와 Blob Storage의 차이를 비교해줘,gpt-4o-mini,130,400,530,8.28,2026-05-22 14:40:00
257,기획팀,user_plan_11,개발팀에게 공유할 서비스 로드맵 결과 보고서를 1페이지 분량으로 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,693,654,1347,19.3,2026-05-04 14:52:00
258,기획팀,user_plan_12,MAU 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4.1,674,800,1474,116.61,2026-05-23 12:00:00
259,기획팀,user_plan_11,개발팀에게 공유할 경쟁사 분석 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,490,757,1247,18.6,2026-05-02 14:27:00
260,기획팀,user_plan_05,시장 조사 관련 체크리스트를 만들어줘,gpt-4o-mini,180,403,583,8.93,2026-05-03 10:01:00
261,기획팀,user_plan_08,사용자 증가율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o,596,791,1387,93.69,2026-05-02 13:39:00
262,기획팀,user_plan_02,정책 문서의 핵심 내용을 5개 bullet로 요약해줘,gpt-4o-mini,939,650,1589,22.19,2026-05-19 12:57:00
263,기획팀,user_plan_11,기능 사용률 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,680,725,1405,20.34,2026-05-22 11:03:00
264,기획팀,user_plan_04,이번 주 업무 내용을 경영진 보고용으로 간결하게 정리해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4.1-mini,481,671,1152,19.89,2026-05-16 14:51:00
265,기획팀,user_plan_03,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4.1-mini,646,680,1326,22.37,2026-05-07 09:11:00
266,기획팀,user_plan_01,시장 조사의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4o-mini,209,352,561,8.42,2026-05-25 12:54:00
267,기획팀,user_plan_11,2분기 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,621,654,1275,18.44,2026-05-02 12:14:00
268,기획팀,user_plan_05,서비스 로드맵 관련 체크리스트를 만들어줘,gpt-4o-mini,148,422,570,8.87,2026-05-13 09:11:00
269,기획팀,user_plan_12,사용자 리서치 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1,738,757,1495,116.86,2026-05-18 13:00:00
270,기획팀,user_plan_03,서비스 로드맵 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o,849,571,1420,90.66,2026-05-10 09:31:00
271,기획팀,user_plan_09,API Gateway 용어의 의미와 예시를 간단히 정리해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,423,401,824,13.78,2026-05-06 09:52:00
272,기획팀,user_plan_04,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,1138,676,1814,25.01,2026-05-05 12:19:00
273,기획팀,user_plan_05,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o,409,999,1408,99.42,2026-05-13 11:26:00
274,기획팀,user_plan_09,상반기 업무 내용을 경영진 보고용으로 간결하게 정리해줘,gpt-4o-mini,319,889,1208,18.76,2026-05-02 16:01:00
275,기획팀,user_plan_10,개발팀에게 공유할 시장 조사 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,464,1125,1589,24.47,2026-05-04 11:18:00
276,기획팀,user_plan_04,경영진에게 공유할 시장 조사 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,453,778,1231,21.59,2026-05-07 10:01:00
277,기획팀,user_plan_04,사용자 증가율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,529,740,1269,18.78,2026-05-15 12:04:00
278,기획팀,user_plan_07,경쟁사 분석 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,587,466,1053,14.87,2026-05-17 12:32:00
279,기획팀,user_plan_05,시장 조사 문서의 핵심 내용을 5개 bullet로 요약해줘,gpt-4.1,749,460,1209,90.55,2026-05-11 09:33:00
280,기획팀,user_plan_09,시장 조사 관련 체크리스트를 만들어줘,gpt-4o,197,391,588,40.94,2026-05-26 12:15:00
281,기획팀,user_plan_08,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o-mini,476,795,1271,19.07,2026-05-01 15:27:00
282,기획팀,user_plan_07,임베딩 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,146,402,548,8.51,2026-05-24 14:24:00
283,기획팀,user_plan_05,기능 사용률 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4.1-mini,484,552,1036,17.6,2026-05-20 16:43:00
284,기획팀,user_plan_12,"고객 세그먼트 분석 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4.1-mini,354,928,1282,23.14,2026-05-07 15:44:00
285,기획팀,user_plan_08,"AI 자동화 서비스 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘",gpt-4.1-mini,649,1303,1952,34.62,2026-05-21 10:55:00
286,기획팀,user_plan_05,정책 문서의 핵심 내용을 5개 bullet로 요약해줘,gpt-4o-mini,367,361,728,10.47,2026-05-16 16:48:00
287,기획팀,user_plan_10,PO에게 공유할 경쟁사 분석 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,411,700,1111,19.47,2026-05-22 16:32:00
288,기획팀,user_plan_09,이번 주 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,821,636,1457,20.54,2026-05-15 11:57:00
289,기획팀,user_plan_04,기능 채택률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,570,628,1198,17.39,2026-05-19 10:41:00
290,기획팀,user_plan_11,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o,816,743,1559,102.09,2026-05-26 11:33:00
291,기획팀,user_plan_08,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4.1-mini,448,588,1036,17.8,2026-05-10 15:03:00
292,기획팀,user_plan_03,신규 대시보드에 사용할 간단한 공지 문구를 작성해줘,gpt-4o-mini,272,354,626,9.21,2026-05-11 09:54:00
293,기획팀,user_plan_11,데모 상품 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o-mini,474,614,1088,16.0,2026-05-11 15:09:00
294,기획팀,user_plan_10,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o,794,707,1501,98.11,2026-05-16 13:44:00
295,기획팀,user_plan_03,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o,855,697,1552,100.69,2026-05-01 17:28:00
296,기획팀,user_plan_06,서비스 로드맵의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4.1-mini,80,330,410,7.59,2026-05-20 17:32:00
297,기획팀,user_plan_02,"이번 주 로드맵 성과를 팀장 보고용 보고서 형식으로 정리해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,555,815,1370,23.74,2026-05-21 13:40:00
298,기획팀,user_plan_07,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘",gpt-4o-mini,1276,740,2016,27.74,2026-05-04 10:11:00
299,기획팀,user_plan_06,신규 서비스 런칭 성과 데이터를 표로 요약하고 해석해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,754,1098,1852,27.49,2026-05-23 12:43:00
300,기획팀,user_plan_11,"시장 조사 문서에서 위험 조항과 확인 필요 항목만 추려줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,607,570,1177,16.86,2026-05-17 11:30:00
301,영업팀,user_sales_04,이번 주 업무 내용을 경영진 보고용으로 간결하게 정리해줘,gpt-4o-mini,520,1095,1615,24.64,2026-05-18 10:18:00
302,영업팀,user_sales_09,샘플 서비스 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o-mini,272,522,794,12.03,2026-05-05 15:07:00
303,영업팀,user_sales_03,제안서의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4.1-mini,204,397,601,10.64,2026-05-13 15:47:00
304,영업팀,user_sales_07,"데모고객D 고객의 결제 오류 문의에 대해 정중한 답변을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,301,579,880,61.14,2026-05-16 13:18:00
305,영업팀,user_sales_02,영업 본부장에게 공유할 제안서 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o,276,955,1231,88.72,2026-05-02 15:26:00
