log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
960,마케팅팀,user_mkt_18,경쟁사 동향에 사용할 간단한 공지 문구를 작성해줘,gpt-4o-mini,279,407,686,9.51,2026-05-18 13:23:00
961,마케팅팀,user_mkt_04,여름 프로모션 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o,1163,545,1708,111.82,2026-05-18 16:16:00
962,마케팅팀,user_mkt_08,랜딩페이지 이탈률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,469,923,1392,23.39,2026-05-02 14:44:00
963,마케팅팀,user_mkt_12,2분기 고객 세그먼트 성과를 실무자 공유용 보고서 형식으로 정리해줘,gpt-4.1-mini,628,904,1532,27.72,2026-05-20 16:01:00
964,마케팅팀,user_mkt_01,영업팀에게 공유할 SNS 콘텐츠 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,331,1148,1479,24.49,2026-05-29 13:31:00
965,마케팅팀,user_mkt_03,SNS 콘텐츠 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4.1,938,478,1416,107.4,2026-05-26 10:49:00
966,마케팅팀,user_mkt_06,시장 조사 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,839,496,1335,18.23,2026-05-30 17:28:00
967,마케팅팀,user_mkt_03,"SNS 콘텐츠 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,635,1120,1755,25.99,2026-05-03 13:25:00
968,마케팅팀,user_mkt_12,랜딩페이지 이탈률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o,747,689,1436,94.95,2026-05-03 13:03:00
969,마케팅팀,user_mkt_13,전환율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,811,920,1731,25.28,2026-05-30 13:30:00
970,마케팅팀,user_mkt_03,시장 조사 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,826,681,1507,22.03,2026-05-16 12:46:00
971,마케팅팀,user_mkt_12,광고 클릭률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,653,1242,1895,27.15,2026-05-12 12:46:00
972,마케팅팀,user_mkt_17,영업팀에게 공유할 경쟁사 동향 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,343,1100,1443,20.21,2026-05-18 11:43:00
973,마케팅팀,user_mkt_08,"시장 조사 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,804,890,1694,24.53,2026-05-13 12:54:00
974,마케팅팀,user_mkt_12,"브랜드 리뉴얼 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,700,1087,1787,25.31,2026-05-23 17:13:00
975,마케팅팀,user_mkt_11,브랜드 리뉴얼에 사용할 간단한 공지 문구를 작성해줘,gpt-4o-mini,279,366,645,8.93,2026-05-26 13:00:00
976,마케팅팀,user_mkt_03,랜딩페이지 이탈률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,432,830,1262,17.69,2026-05-03 13:44:00
977,마케팅팀,user_mkt_06,SNS 도달률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4.1-mini,458,1023,1481,27.39,2026-05-10 11:26:00
978,마케팅팀,user_mkt_02,광고 클릭률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,618,823,1441,22.82,2026-05-05 17:29:00
979,마케팅팀,user_mkt_07,랜딩페이지 이탈률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,676,1131,1807,25.73,2026-05-02 11:01:00
980,마케팅팀,user_mkt_16,2분기 고객 세그먼트 성과를 주간 회의용 보고서 형식으로 정리해줘,gpt-4.1-mini,575,743,1318,22.59,2026-05-28 11:52:00
981,마케팅팀,user_mkt_15,영업팀에게 공유할 브랜드 리뉴얼 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,634,988,1622,30.1,2026-05-05 12:25:00
982,마케팅팀,user_mkt_17,영업팀에게 공유할 여름 프로모션 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,716,915,1631,23.94,2026-05-11 11:04:00
983,마케팅팀,user_mkt_08,전환율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,615,886,1501,28.05,2026-05-22 10:32:00
984,마케팅팀,user_mkt_13,신제품 캠페인 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,680,584,1264,17.3,2026-05-17 09:29:00
985,마케팅팀,user_mkt_10,고객 세그먼트 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4.1,1033,703,1736,138.97,2026-05-31 09:24:00
986,마케팅팀,user_mkt_01,"시장 조사 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o,446,967,1413,99.87,2026-05-14 11:39:00
987,마케팅팀,user_mkt_08,브랜드 리뉴얼에 사용할 간단한 공지 문구를 작성해줘,gpt-4o-mini,261,288,549,8.48,2026-05-31 15:35:00
988,마케팅팀,user_mkt_04,영업팀에게 공유할 SNS 콘텐츠 결과 보고서를 1페이지 분량으로 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,734,762,1496,23.7,2026-05-14 13:33:00
989,마케팅팀,user_mkt_18,신제품 캠페인에 사용할 간단한 공지 문구를 작성해줘,gpt-4o-mini,232,329,561,8.69,2026-05-15 10:49:00
990,마케팅팀,user_mkt_18,영업팀에게 공유할 고객 세그먼트 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,543,1165,1708,28.42,2026-05-30 17:43:00
991,마케팅팀,user_mkt_02,"신제품 캠페인 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,689,902,1591,21.76,2026-05-13 14:41:00
992,마케팅팀,user_mkt_11,지난달 시장 조사 성과를 실무자 공유용 보고서 형식으로 정리해줘,gpt-4o-mini,616,1023,1639,25.55,2026-05-27 13:13:00
993,마케팅팀,user_mkt_06,"시장 조사 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,772,795,1567,21.36,2026-05-30 12:37:00
994,마케팅팀,user_mkt_12,시장 조사 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,907,604,1511,23.77,2026-05-09 13:14:00
995,마케팅팀,user_mkt_18,브랜드 검색량 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,644,975,1619,22.51,2026-05-27 17:47:00
996,마케팅팀,user_mkt_15,2분기 신제품 캠페인 성과를 팀장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,794,777,1571,21.5,2026-05-16 16:52:00
997,마케팅팀,user_mkt_13,브랜드 검색량 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4.1-mini,390,843,1233,23.51,2026-05-08 14:16:00
998,마케팅팀,user_mkt_15,최근 4주 경쟁사 동향 성과를 팀장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,477,823,1300,19.91,2026-05-10 11:37:00
999,마케팅팀,user_mkt_15,시장 조사 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4.1-mini,1038,686,1724,29.6,2026-05-03 11:35:00
1000,마케팅팀,user_mkt_02,캠페인 ROAS 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o,484,863,1347,91.49,2026-05-06 10:39:00
1001,개발팀,user_dev_18,"성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,608,825,1433,20.19,2026-05-23 15:47:00
1002,개발팀,user_dev_17,RAG와 Embedding의 차이를 비교해줘,gpt-4o-mini,222,576,798,12.45,2026-05-16 09:47:00
1003,개발팀,user_dev_05,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,591,785,1376,18.89,2026-05-21 12:43:00
1004,개발팀,user_dev_14,마스킹 모듈 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,704,988,1692,30.64,2026-05-01 16:59:00
1005,개발팀,user_dev_18,Python 관련 체크리스트를 만들어줘,gpt-4o-mini,265,381,646,9.94,2026-05-26 10:31:00
1006,개발팀,user_dev_13,SQLAlchemy에서 분류 모듈을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,820,1349,2169,30.16,2026-05-22 13:28:00
1007,개발팀,user_dev_08,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,710,1208,1918,26.76,2026-05-15 15:46:00
1008,개발팀,user_dev_16,Azure SQL와 Azure OpenAI의 차이를 비교해줘,gpt-4o-mini,215,495,710,11.18,2026-05-13 13:49:00
1009,개발팀,user_dev_09,"테스트용으로 추천 후보 API의 단위 테스트 코드를 만들어줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,766,1165,1931,30.63,2026-05-17 12:36:00
1010,개발팀,user_dev_11,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,522,1007,1529,21.24,2026-05-25 10:12:00
1011,개발팀,user_dev_05,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: JWT 검증 실패,gpt-4o-mini,738,1154,1892,30.01,2026-05-02 15:02:00
1012,개발팀,user_dev_07,테스트용으로 점수 계산 기능의 단위 테스트 코드를 만들어줘,gpt-4o,614,1241,1855,136.66,2026-05-22 13:58:00
1013,개발팀,user_dev_14,마스킹 모듈 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1,828,982,1810,146.09,2026-05-22 10:34:00
1014,개발팀,user_dev_04,Python에서 권한 검증 로직을 구현하는 예시 코드를 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1,773,1140,1913,161.78,2026-05-28 14:16:00
1015,개발팀,user_dev_18,Azure Functions에서 마스킹 모듈을 구현하는 예시 코드를 작성해줘,gpt-4.1-mini,487,1177,1664,30.33,2026-05-05 11:44:00
1016,개발팀,user_dev_13,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4.1-mini,820,652,1472,27.98,2026-05-01 14:45:00
1017,개발팀,user_dev_14,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 메모리 사용량 증가,gpt-4o-mini,728,1087,1815,27.93,2026-05-16 10:18:00
1018,개발팀,user_dev_17,마스킹 모듈 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o,803,1027,1830,134.12,2026-05-25 14:58:00
1019,개발팀,user_dev_03,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,497,1073,1570,23.62,2026-05-30 14:19:00
1020,개발팀,user_dev_15,테스트용으로 CSV 업로드 API의 단위 테스트 코드를 만들어줘,gpt-4o-mini,836,1209,2045,28.9,2026-05-28 09:39:00
1021,개발팀,user_dev_17,로그 조회 기능 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,700,1271,1971,35.5,2026-05-26 16:10:00
1022,개발팀,user_dev_05,테스트용으로 추천 후보 API의 단위 테스트 코드를 만들어줘,gpt-4o-mini,762,1258,2020,28.64,2026-05-20 12:15:00
1023,개발팀,user_dev_10,Django 관련 체크리스트를 만들어줘,gpt-4o-mini,217,439,656,10.15,2026-05-23 12:31:00
1024,개발팀,user_dev_12,Azure Functions에서 마스킹 모듈을 구현하는 예시 코드를 작성해줘,gpt-4.1-mini,778,1349,2127,38.04,2026-05-27 16:52:00
1025,개발팀,user_dev_17,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,779,1071,1850,27.11,2026-05-19 12:58:00
1026,개발팀,user_dev_04,CSV 업로드 API API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,680,1088,1768,33.8,2026-05-29 09:09:00
1027,개발팀,user_dev_06,Next.js에서 분류 모듈을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,561,1017,1578,23.04,2026-05-12 15:50:00
1028,개발팀,user_dev_10,SQLAlchemy 관련 체크리스트를 만들어줘,gpt-4o-mini,171,315,486,6.62,2026-05-14 13:53:00
1029,개발팀,user_dev_05,React 관련 체크리스트를 만들어줘,gpt-4o-mini,184,295,479,6.57,2026-05-11 12:03:00
1030,개발팀,user_dev_16,Embedding 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,242,432,674,10.44,2026-05-19 14:00:00
1031,개발팀,user_dev_06,React 관련 체크리스트를 만들어줘,gpt-4o-mini,255,427,682,9.77,2026-05-31 15:38:00
1032,개발팀,user_dev_01,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,760,879,1639,25.71,2026-05-15 13:51:00
1033,개발팀,user_dev_18,분류 모듈 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,659,961,1620,23.14,2026-05-31 12:46:00
1034,개발팀,user_dev_18,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: SQL timeout,gpt-4o-mini,741,1204,1945,30.21,2026-05-20 14:54:00
1035,개발팀,user_dev_13,SQLAlchemy 관련 체크리스트를 만들어줘,gpt-4o-mini,251,349,600,8.4,2026-05-10 16:58:00
1036,개발팀,user_dev_08,SQLAlchemy에서 점수 계산 기능을 구현하는 예시 코드를 작성해줘,gpt-4.1,738,1038,1776,140.39,2026-05-13 14:22:00
1037,개발팀,user_dev_17,CSV 업로드 API API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,826,1024,1850,28.39,2026-05-11 14:49:00
1038,개발팀,user_dev_07,SQLAlchemy 관련 체크리스트를 만들어줘,gpt-4.1-mini,146,433,579,10.94,2026-05-28 13:21:00
1039,개발팀,user_dev_14,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: CORS 오류,gpt-4o,521,972,1493,96.59,2026-05-13 13:38:00
1040,개발팀,user_dev_13,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1-mini,678,992,1670,31.57,2026-05-05 17:43:00
1041,개발팀,user_dev_09,Python에서 로그 조회 기능을 구현하는 예시 코드를 작성해줘,gpt-4.1-mini,544,850,1394,23.38,2026-05-22 13:39:00
1042,개발팀,user_dev_09,테스트용으로 추천 후보 API의 단위 테스트 코드를 만들어줘,gpt-4o-mini,723,1044,1767,27.34,2026-05-28 10:23:00
1043,개발팀,user_dev_15,사용량 통계 API API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1,764,917,1681,127.35,2026-05-13 17:02:00
1044,개발팀,user_dev_07,테스트용으로 분류 모듈의 단위 테스트 코드를 만들어줘,gpt-4.1-mini,597,1069,1666,30.4,2026-05-02 12:48:00
1045,개발팀,user_dev_08,Azure Functions 관련 체크리스트를 만들어줘,gpt-4o-mini,209,409,618,9.35,2026-05-28 16:50:00
1046,개발팀,user_dev_10,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o,648,802,1450,100.22,2026-05-25 10:41:00
1047,개발팀,user_dev_14,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable,gpt-4o-mini,563,1223,1786,25.43,2026-05-05 17:21:00
1048,개발팀,user_dev_11,Python 관련 체크리스트를 만들어줘,gpt-4o-mini,257,412,669,9.64,2026-05-16 16:41:00
1049,개발팀,user_dev_01,추천 후보 API API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,587,1120,1707,32.05,2026-05-21 14:22:00
1050,개발팀,user_dev_11,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,610,1240,1850,29.43,2026-05-11 14:16:00
1051,개발팀,user_dev_04,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,690,618,1308,19.97,2026-05-08 12:16:00
1052,개발팀,user_dev_07,Azure OpenAI 용어의 의미와 예시를 간단히 정리해줘,gpt-4.1-mini,279,397,676,12.63,2026-05-23 16:52:00
1053,개발팀,user_dev_15,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,675,958,1633,23.33,2026-05-22 16:54:00
1054,개발팀,user_dev_01,CSV 업로드 API API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1,531,937,1468,109.17,2026-05-30 14:12:00
1055,개발팀,user_dev_07,Node.js 관련 체크리스트를 만들어줘,gpt-4o-mini,149,487,636,9.81,2026-05-07 12:46:00
1056,개발팀,user_dev_09,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: SQL timeout,gpt-4o-mini,654,1358,2012,31.16,2026-05-17 16:48:00
1057,개발팀,user_dev_13,테스트용으로 마스킹 모듈의 단위 테스트 코드를 만들어줘,gpt-4o-mini,756,953,1709,23.36,2026-05-11 11:17:00
1058,개발팀,user_dev_12,테스트용으로 마스킹 모듈의 단위 테스트 코드를 만들어줘,gpt-4o-mini,750,1114,1864,25.54,2026-05-18 14:13:00
1059,개발팀,user_dev_11,API Gateway와 Event Hub의 차이를 비교해줘,gpt-4o-mini,140,465,605,8.41,2026-05-17 15:46:00
1060,개발팀,user_dev_15,권한 검증 로직 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,876,1309,2185,36.92,2026-05-12 17:22:00
1061,개발팀,user_dev_08,Django 관련 체크리스트를 만들어줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,271,427,698,10.75,2026-05-06 16:20:00
1062,개발팀,user_dev_11,Django에서 CSV 업로드 API을 구현하는 예시 코드를 작성해줘,gpt-4.1-mini,836,1423,2259,39.8,2026-05-01 16:56:00
1063,개발팀,user_dev_02,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,774,1072,1846,27.21,2026-05-01 13:25:00
1064,개발팀,user_dev_04,Blob Storage 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,131,337,468,6.86,2026-05-09 10:58:00
1065,개발팀,user_dev_03,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,799,976,1775,26.16,2026-05-23 17:56:00
1066,개발팀,user_dev_17,분류 모듈 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,655,1226,1881,26.63,2026-05-14 10:45:00
1067,개발팀,user_dev_02,RAG 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,150,319,469,6.85,2026-05-22 13:59:00
1068,개발팀,user_dev_08,테스트용으로 추천 후보 API의 단위 테스트 코드를 만들어줘,gpt-4.1,607,1140,1747,140.38,2026-05-09 12:28:00
1069,개발팀,user_dev_08,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o,712,1041,1753,122.79,2026-05-29 10:59:00
1070,개발팀,user_dev_16,테스트용으로 마스킹 모듈의 단위 테스트 코드를 만들어줘,gpt-4o-mini,682,946,1628,23.81,2026-05-15 16:47:00
1071,개발팀,user_dev_01,테스트용으로 분류 모듈의 단위 테스트 코드를 만들어줘,gpt-4o,709,1397,2106,150.15,2026-05-06 14:33:00
1072,개발팀,user_dev_07,Django 관련 체크리스트를 만들어줘,gpt-4o-mini,131,415,546,8.49,2026-05-26 14:00:00
1073,개발팀,user_dev_15,FastAPI에서 CSV 업로드 API을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,748,1357,2105,29.41,2026-05-12 10:15:00
1074,개발팀,user_dev_01,"성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,611,792,1403,19.45,2026-05-04 11:28:00
1075,개발팀,user_dev_07,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,489,920,1409,21.78,2026-05-08 11:44:00
1076,개발팀,user_dev_04,React 관련 체크리스트를 만들어줘,gpt-4.1-mini,151,296,447,8.31,2026-05-27 14:32:00
1077,개발팀,user_dev_14,테스트용으로 추천 후보 API의 단위 테스트 코드를 만들어줘,gpt-4.1-mini,800,1105,1905,35.98,2026-05-01 13:32:00
1078,개발팀,user_dev_04,Event Hub 용어의 의미와 예시를 간단히 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,243,280,523,7.33,2026-05-10 12:25:00
1079,개발팀,user_dev_12,마스킹 모듈 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,631,1275,1906,29.55,2026-05-15 12:16:00
1080,개발팀,user_dev_12,추천 후보 API API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,587,1379,1966,28.65,2026-05-08 09:39:00
1081,개발팀,user_dev_10,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,762,1209,1971,30.35,2026-05-31 14:41:00
1082,개발팀,user_dev_18,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,556,775,1331,21.2,2026-05-19 09:28:00
1083,개발팀,user_dev_15,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 메모리 사용량 증가,gpt-4o-mini,639,1125,1764,25.87,2026-05-14 16:35:00
1084,개발팀,user_dev_05,Embedding 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,169,331,500,6.85,2026-05-17 13:21:00
1085,개발팀,user_dev_12,API Gateway와 Azure OpenAI의 차이를 비교해줘,gpt-4.1-mini,233,488,721,13.79,2026-05-25 09:22:00
1086,개발팀,user_dev_15,Blob Storage와 API Gateway의 차이를 비교해줘,gpt-4.1-mini,231,544,775,13.35,2026-05-28 16:27:00
1087,개발팀,user_dev_17,Node.js 관련 체크리스트를 만들어줘,gpt-4.1-mini,222,343,565,9.64,2026-05-25 12:00:00
1088,개발팀,user_dev_11,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1-mini,509,850,1359,25.25,2026-05-25 10:22:00
1089,개발팀,user_dev_11,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1,525,917,1442,115.42,2026-05-23 13:50:00
1090,개발팀,user_dev_10,API Gateway 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,208,322,530,7.51,2026-05-25 14:26:00
1091,개발팀,user_dev_15,Blob Storage와 Embedding의 차이를 비교해줘,gpt-4o-mini,220,462,682,10.05,2026-05-22 12:02:00
1092,개발팀,user_dev_10,Blob Storage 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,295,393,688,10.66,2026-05-20 14:26:00
1093,개발팀,user_dev_06,분류 모듈 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,695,1308,2003,29.16,2026-05-16 14:50:00
1094,개발팀,user_dev_15,Embedding와 Azure SQL의 차이를 비교해줘,gpt-4o-mini,302,569,871,12.07,2026-05-21 15:49:00
1095,개발팀,user_dev_06,FastAPI에서 로그 조회 기능을 구현하는 예시 코드를 작성해줘,gpt-4.1-mini,559,1409,1968,36.94,2026-05-23 15:15:00
1096,개발팀,user_dev_06,테스트용으로 권한 검증 로직의 단위 테스트 코드를 만들어줘,gpt-4.1-mini,781,943,1724,29.49,2026-05-03 12:50:00
1097,개발팀,user_dev_10,Azure Functions 관련 체크리스트를 만들어줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o,219,347,566,37.84,2026-05-17 17:04:00
1098,개발팀,user_dev_10,Node.js에서 점수 계산 기능을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,701,1100,1801,25.91,2026-05-20 17:44:00
1099,개발팀,user_dev_18,GitHub Actions와 Embedding의 차이를 비교해줘,gpt-4o-mini,245,551,796,11.23,2026-05-01 16:06:00
1100,개발팀,user_dev_13,SQLAlchemy 관련 체크리스트를 만들어줘,gpt-4o-mini,197,453,650,9.53,2026-05-05 12:02:00
1101,개발팀,user_dev_14,RAG와 Azure SQL의 차이를 비교해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o,224,419,643,47.39,2026-05-20 11:26:00
1102,개발팀,user_dev_16,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 메모리 사용량 증가,gpt-4o-mini,705,1315,2020,32.07,2026-05-27 13:40:00
1103,개발팀,user_dev_10,Embedding와 API Gateway의 차이를 비교해줘,gpt-4o-mini,249,584,833,13.16,2026-05-25 11:58:00
1104,개발팀,user_dev_04,테스트용으로 사용량 통계 API의 단위 테스트 코드를 만들어줘,gpt-4.1,667,979,1646,128.92,2026-05-14 17:09:00
1105,개발팀,user_dev_02,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,665,755,1420,20.48,2026-05-16 09:08:00
1106,개발팀,user_dev_18,Azure Functions에서 점수 계산 기능을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,733,1320,2053,30.85,2026-05-04 16:29:00
1107,개발팀,user_dev_17,"다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,922,1105,2027,137.79,2026-05-25 13:16:00
1108,개발팀,user_dev_07,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,853,701,1554,23.3,2026-05-30 11:22:00
1109,개발팀,user_dev_06,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,514,940,1454,22.02,2026-05-18 09:51:00
1110,개발팀,user_dev_15,Python에서 추천 후보 API을 구현하는 예시 코드를 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,726,1101,1827,31.41,2026-05-20 11:51:00
1111,개발팀,user_dev_15,Next.js에서 추천 후보 API을 구현하는 예시 코드를 작성해줘,gpt-4.1,673,881,1554,120.75,2026-05-18 10:53:00
1112,개발팀,user_dev_03,Azure OpenAI와 Embedding의 차이를 비교해줘,gpt-4.1-mini,226,466,692,12.3,2026-05-06 13:20:00
1113,개발팀,user_dev_11,점수 계산 기능 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,712,1082,1794,26.0,2026-05-10 10:09:00
1114,개발팀,user_dev_11,성능 개선 스프린트 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,653,749,1402,22.01,2026-05-24 12:26:00
