log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
830,고객지원팀,user_b02_cs_20,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1,744,792,1536,4.48,2026-09-03 17:10:00
831,개발팀,user_b02_dev_13,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o,765,745,1510,3.57,2026-03-11 09:19:00
832,개발팀,user_b02_dev_01,Python 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,871,578,1449,0.64,2026-03-19 16:46:00
833,마케팅팀,user_b02_mkt_08,기능 사용률 지표를 기준으로 다음 달 예상 리스크를 설명해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,501,620,1121,0.58,2026-03-01 14:39:00
834,인사팀,user_b02_hr_15,점수 계산 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,1100,715,1815,0.8,2026-01-12 15:55:00
835,마케팅팀,user_b02_mkt_25,신제품 캠페인 용어의 의미와 예시를 간단히 정리해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o,327,418,745,1.88,2026-09-30 17:25:00
836,재무/기획팀,user_b02_finplan_17,비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,564,733,1297,0.68,2026-06-30 14:43:00
837,마케팅팀,user_b02_mkt_03,"로그 조회 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4.1-mini,878,1053,1931,1.27,2026-09-28 16:00:00
838,인사팀,user_b02_hr_01,조직문화의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4o-mini,179,394,573,0.33,2026-04-25 14:14:00
839,인사팀,user_b02_hr_02,사용량 통계 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4o-mini,1024,759,1783,0.81,2026-04-08 17:50:00
840,영업팀,user_b02_sales_25,영업팀에서 공유할 영업 파이프라인 결과 보고서를 1페이지 분량으로 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,762,1063,1825,0.97,2026-09-17 12:52:00
841,개발팀,user_b02_dev_12,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘",gpt-4.1,855,687,1542,4.19,2026-04-08 16:08:00
842,재무/기획팀,user_b02_finplan_19,2분기 서비스 로드맵 성과를 경영진 보고용 보고서 형식으로 정리해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4.1-mini,354,1074,1428,1.12,2026-07-10 11:58:00
843,재무/기획팀,user_b02_finplan_03,도달률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o,583,491,1074,2.45,2026-01-08 13:56:00
844,재무/기획팀,user_b02_finplan_19,"브랜드 검색량 지표를 기준으로 다음 달 예상 리스크를 설명해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,718,1064,1782,1.23,2026-03-07 14:21:00
845,영업팀,user_b02_sales_25,팀 내 공유용으로 고객 미팅 관련 아이디어를 10개 제안해줘,gpt-4o,237,398,635,1.7,2026-08-20 10:01:00
846,재무/기획팀,user_b02_finplan_04,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,1418,515,1933,0.73,2026-09-25 17:16:00
847,영업팀,user_b02_sales_07,견적 안내 성과 데이터를 표로 요약하고 해석해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o,505,1143,1648,4.66,2026-08-04 16:21:00
848,인사팀,user_b02_hr_21,계약 성공률 지표를 기준으로 다음 달 예상 리스크를 설명해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1-mini,696,692,1388,0.87,2026-08-21 15:53:00
849,영업팀,user_b02_sales_08,영업팀에서 공유할 계약 성공률 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,729,1141,1870,1.3,2026-03-27 14:25:00
850,재무/기획팀,user_b02_finplan_18,"기능 채택률 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘",gpt-4o-mini,698,1160,1858,1.02,2026-08-02 15:13:00
851,고객지원팀,user_b02_cs_20,분류 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,1012,1071,2083,1.33,2026-06-20 09:41:00
852,개발팀,user_b02_dev_23,"비동기 처리의 개념을 비전공자도 이해할 수 있게 설명해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o-mini,301,444,745,0.4,2026-04-26 17:30:00
853,고객지원팀,user_b02_cs_35,환불 정책 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,675,839,1514,0.78,2026-01-23 10:20:00
854,재무/기획팀,user_b02_finplan_15,"Django에서 추천 후보 기능을 구현하는 예시 코드를 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,936,1218,2154,1.12,2026-05-11 11:26:00
855,재무/기획팀,user_b02_finplan_16,사용자 증가율 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,978,520,1498,0.8,2026-06-08 12:57:00
856,개발팀,user_b02_dev_07,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4o-mini,575,355,930,0.4,2026-01-29 11:39:00
857,재무/기획팀,user_b02_finplan_14,전환율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,885,767,1652,0.78,2026-02-25 12:22:00
858,인사팀,user_b02_hr_03,지원자 수 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,584,659,1243,0.63,2026-01-11 10:02:00
859,인사팀,user_b02_hr_14,마스킹 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1-mini,1095,1091,2186,1.38,2026-07-30 11:42:00
860,영업팀,user_b02_sales_07,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,375,313,688,0.32,2026-01-19 15:55:00
861,영업팀,user_b02_sales_26,제안서 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4.1-mini,975,597,1572,0.87,2026-01-10 10:05:00
862,재무/기획팀,user_b02_finplan_09,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1,861,932,1793,5.24,2026-05-13 14:43:00
863,재무/기획팀,user_b02_finplan_07,"이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,816,927,1743,0.88,2026-04-19 13:19:00
864,개발팀,user_b02_dev_04,도달률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,813,1027,1840,0.95,2026-09-11 13:39:00
865,개발팀,user_b02_dev_12,"비동기 처리 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4o-mini,869,811,1680,0.81,2026-03-22 10:26:00
866,개발팀,user_b02_dev_01,브랜드 검색량 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,624,1058,1682,0.93,2026-06-30 09:29:00
867,인사팀,user_b02_hr_19,Django 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,317,266,583,0.27,2026-04-04 16:52:00
868,고객지원팀,user_b02_cs_22,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,585,1047,1632,0.91,2026-02-19 12:37:00
869,마케팅팀,user_b02_mkt_08,SNS 콘텐츠 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,384,947,1331,0.79,2026-02-03 09:07:00
870,영업팀,user_b02_sales_22,이번 달 견적 안내 성과를 본부장 보고용 보고서 형식으로 정리해줘,gpt-4.1-mini,855,782,1637,1.01,2026-09-06 16:38:00
871,개발팀,user_b02_dev_01,React에서 점수 계산 기능을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,1077,846,1923,0.89,2026-01-31 11:31:00
872,영업팀,user_b02_sales_14,테스트용으로 점수 계산 모듈의 단위 테스트 코드를 만들어줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,736,995,1731,0.91,2026-04-06 10:10:00
873,고객지원팀,user_b02_cs_26,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,787,722,1509,0.93,2026-03-18 17:35:00
874,개발팀,user_b02_dev_12,FastAPI 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,783,580,1363,0.62,2026-08-16 16:00:00
875,인사팀,user_b02_hr_05,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,778,1132,1910,1.02,2026-02-28 17:27:00
876,재무/기획팀,user_b02_finplan_03,서비스 로드맵 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,1413,732,2145,0.89,2026-06-05 09:29:00
877,영업팀,user_b02_sales_25,계약 성공률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,607,806,1413,0.74,2026-01-28 16:08:00
878,영업팀,user_b02_sales_23,팀 내 공유용으로 영업 파이프라인 관련 아이디어를 10개 제안해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,119,257,376,0.22,2026-09-16 10:32:00
879,마케팅팀,user_b02_mkt_12,전환율 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,1355,709,2064,0.86,2026-02-28 15:53:00
880,인사팀,user_b02_hr_13,"첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4o-mini,1080,417,1497,0.58,2026-07-05 14:41:00
881,개발팀,user_b02_dev_21,가상고객A에게 보낼 후속 안내 메일을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,380,690,1070,0.77,2026-05-08 16:02:00
882,고객지원팀,user_b02_cs_05,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: ValidationError: missing field,gpt-4o-mini,1021,1491,2512,1.34,2026-06-20 13:31:00
883,마케팅팀,user_b02_mkt_17,샘플고객B에게 보낼 후속 안내 메일을 작성해줘,gpt-4.1-mini,291,407,698,0.48,2026-05-12 14:32:00
884,재무/기획팀,user_b02_finplan_07,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,876,372,1248,0.49,2026-09-30 09:31:00
885,영업팀,user_b02_sales_28,지난달 견적 안내 성과를 본부장 보고용 보고서 형식으로 정리해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,531,767,1298,0.69,2026-09-25 12:44:00
886,개발팀,user_b02_dev_16,점수 계산 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,980,1195,2175,1.44,2026-05-18 09:13:00
887,마케팅팀,user_b02_mkt_21,Django 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,363,426,789,0.4,2026-07-04 16:14:00
888,개발팀,user_b02_dev_23,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: ValidationError: missing field 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4.1-mini,789,926,1715,1.12,2026-09-24 17:18:00
889,영업팀,user_b02_sales_29,"다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TimeoutError: request exceeded limit 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4.1-mini,648,1447,2095,1.56,2026-08-22 13:37:00
890,재무/기획팀,user_b02_finplan_10,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o,871,372,1243,2.38,2026-05-17 12:24:00
891,개발팀,user_b02_dev_01,이번 달 React 성과를 주간 회의용 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,834,961,1795,0.91,2026-09-07 11:14:00
892,인사팀,user_b02_hr_11,"온보딩 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,792,870,1662,0.83,2026-07-02 09:34:00
893,재무/기획팀,user_b02_finplan_14,"클릭률 지표를 기준으로 다음 달 예상 리스크를 설명해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,443,765,1208,0.67,2026-01-02 15:58:00
894,재무/기획팀,user_b02_finplan_19,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4.1-mini,768,974,1742,1.16,2026-01-20 17:49:00
895,영업팀,user_b02_sales_07,대형 고객 제안 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o,506,857,1363,3.65,2026-03-03 10:22:00
896,재무/기획팀,user_b02_finplan_16,팀 내 공유용으로 MAU 관련 아이디어를 10개 제안해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,273,288,561,0.28,2026-02-21 09:47:00
897,개발팀,user_b02_dev_13,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o,823,1183,2006,5.19,2026-04-28 14:46:00
898,재무/기획팀,user_b02_finplan_01,사업 전략 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o,840,785,1625,3.8,2026-04-23 16:40:00
899,고객지원팀,user_b02_cs_14,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1,470,772,1242,3.99,2026-02-18 12:46:00
900,마케팅팀,user_b02_mkt_02,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,1105,1020,2125,1.31,2026-09-22 16:30:00
901,인사팀,user_b02_hr_10,온보딩를 사용할 때 주의할 점을 알려줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1,220,395,615,2.01,2026-07-27 16:53:00
902,고객지원팀,user_b02_cs_10,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,1102,371,1473,0.55,2026-07-08 15:13:00
903,고객지원팀,user_b02_cs_07,"배송 지연 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,524,1096,1620,4.52,2026-01-31 09:34:00
904,개발팀,user_b02_dev_24,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,746,1010,1756,0.92,2026-01-13 14:09:00
905,마케팅팀,user_b02_mkt_24,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,1067,594,1661,0.9,2026-01-01 10:35:00
906,영업팀,user_b02_sales_01,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TimeoutError: request exceeded limit 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o,748,795,1543,3.73,2026-06-29 17:36:00
907,고객지원팀,user_b02_cs_13,Node.js 용어의 의미와 예시를 간단히 정리해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,256,354,610,0.32,2026-07-30 11:22:00
908,고객지원팀,user_b02_cs_11,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1,463,556,1019,3.05,2026-07-30 15:56:00
909,영업팀,user_b02_sales_18,데모고객D 고객의 서비스 해지 문의에 대해 정중한 답변을 작성해줘,gpt-4.1-mini,291,719,1010,0.77,2026-04-17 11:10:00
910,마케팅팀,user_b02_mkt_17,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,1238,415,1653,0.79,2026-01-28 10:45:00
911,고객지원팀,user_b02_cs_30,대시보드 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o,858,1225,2083,5.38,2026-02-07 10:18:00
912,인사팀,user_b02_hr_15,사용량 통계 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4o-mini,981,980,1961,0.96,2026-04-22 10:40:00
913,인사팀,user_b02_hr_08,사용량 통계 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o,691,1315,2006,5.5,2026-08-10 11:31:00
914,재무/기획팀,user_b02_finplan_05,예산 계획의 개념을 비전공자도 이해할 수 있게 설명해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1-mini,335,289,624,0.38,2026-04-29 11:37:00
915,영업팀,user_b02_sales_07,이번 주 리드 육성 성과를 경영진 보고용 보고서 형식으로 정리해줘,gpt-4.1-mini,328,909,1237,0.96,2026-04-18 12:43:00
916,개발팀,user_b02_dev_19,전환율 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,872,971,1843,0.93,2026-04-28 10:49:00
917,영업팀,user_b02_sales_30,테스트용으로 로그 조회 모듈의 단위 테스트 코드를 만들어줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,645,1302,1947,1.11,2026-04-27 09:49:00
918,재무/기획팀,user_b02_finplan_22,"첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4.1-mini,771,653,1424,0.86,2026-03-12 14:43:00
919,재무/기획팀,user_b02_finplan_09,최근 4주 기능 채택률 성과를 본부장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,397,945,1342,0.79,2026-08-20 10:23:00
920,재무/기획팀,user_b02_finplan_08,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4.1-mini,510,621,1131,0.75,2026-08-04 14:26:00
921,영업팀,user_b02_sales_29,Azure OpenAI에서 점수 계산 기능을 구현하는 예시 코드를 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1-mini,778,782,1560,0.98,2026-05-29 17:37:00
922,개발팀,user_b02_dev_23,CSV 업로드 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,466,886,1352,0.98,2026-01-20 11:52:00
923,영업팀,user_b02_sales_20,알림 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,550,997,1547,1.11,2026-06-14 12:27:00
924,고객지원팀,user_b02_cs_16,고객지원팀에서 공유할 FAQ 구조 결과 보고서를 1페이지 분량으로 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o,661,758,1419,3.49,2026-03-30 14:39:00
925,인사팀,user_b02_hr_09,인사팀에서 공유할 조직문화 결과 보고서를 1페이지 분량으로 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1,498,671,1169,3.6,2026-01-25 11:12:00
926,고객지원팀,user_b02_cs_17,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable,gpt-4o-mini,771,786,1557,0.77,2026-08-20 11:36:00
927,개발팀,user_b02_dev_15,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,1130,645,1775,0.75,2026-03-27 11:04:00
928,개발팀,user_b02_dev_19,"개발팀에서 공유할 Blob Storage 결과 보고서를 1페이지 분량으로 작성해줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4o-mini,556,759,1315,0.69,2026-04-12 17:45:00
929,마케팅팀,user_b02_mkt_12,Blob Storage 용어의 의미와 예시를 간단히 정리해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4.1-mini,363,320,683,0.42,2026-06-27 09:43:00
930,개발팀,user_b02_dev_11,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4.1-mini,269,654,923,0.7,2026-04-07 14:47:00
931,마케팅팀,user_b02_mkt_12,PostgreSQL에서 사용량 통계 기능을 구현하는 예시 코드를 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1-mini,1024,1332,2356,1.58,2026-05-28 13:02:00
932,고객지원팀,user_b02_cs_29,고객지원팀에서 공유할 응답 시간 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,401,1057,1458,0.87,2026-04-20 15:10:00
933,마케팅팀,user_b02_mkt_13,React에서 추천 후보 기능을 구현하는 예시 코드를 작성해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o,520,1314,1834,5.28,2026-05-03 09:35:00
934,마케팅팀,user_b02_mkt_07,"이메일 오픈율 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘",gpt-4.1-mini,466,889,1355,0.98,2026-05-04 16:37:00
935,고객지원팀,user_b02_cs_24,알림 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,785,1429,2214,1.24,2026-06-15 16:34:00
936,재무/기획팀,user_b02_finplan_05,"사업 전략와 GitHub Actions의 차이를 비교해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,304,386,690,1.74,2026-07-04 10:04:00
937,고객지원팀,user_b02_cs_21,서비스 해지 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,1002,485,1487,0.61,2026-05-14 17:08:00
938,영업팀,user_b02_sales_04,매출 성과 데이터를 표로 요약하고 해석해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,783,817,1600,0.79,2026-06-19 11:22:00
939,재무/기획팀,user_b02_finplan_02,점수 계산 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,728,1120,1848,1.0,2026-07-02 16:36:00
940,고객지원팀,user_b02_cs_01,배송 지연를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,180,278,458,0.25,2026-08-20 11:10:00
941,고객지원팀,user_b02_cs_11,"고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,349,440,789,0.52,2026-07-28 13:02:00
942,개발팀,user_b02_dev_10,"팀 내 공유용으로 대시보드 API 관련 아이디어를 10개 제안해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,313,410,723,0.38,2026-05-12 11:14:00
943,영업팀,user_b02_sales_17,Blob Storage에서 추천 후보 기능을 구현하는 예시 코드를 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1-mini,840,944,1784,1.16,2026-08-28 14:32:00
944,개발팀,user_b02_dev_01,FastAPI에서 로그 조회 기능을 구현하는 예시 코드를 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o,918,1112,2030,5.06,2026-01-10 17:05:00
945,영업팀,user_b02_sales_01,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,1309,559,1868,0.74,2026-04-19 16:49:00
946,개발팀,user_b02_dev_21,"마스킹 모듈 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘",gpt-4o-mini,829,1171,2000,1.06,2026-03-03 14:01:00
947,개발팀,user_b02_dev_23,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TimeoutError: request exceeded limit,gpt-4.1-mini,843,1434,2277,1.62,2026-04-01 11:59:00
948,고객지원팀,user_b02_cs_33,서비스 해지 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,1399,607,2006,0.79,2026-06-10 17:06:00
949,영업팀,user_b02_sales_27,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o,524,923,1447,3.91,2026-05-27 09:29:00
950,고객지원팀,user_b02_cs_34,대시보드 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4.1,967,1065,2032,5.97,2026-07-13 13:55:00
951,재무/기획팀,user_b02_finplan_18,"팀 내 공유용으로 예산 계획 관련 아이디어를 10개 제안해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,203,320,523,0.28,2026-09-16 13:58:00
